2025-08-13 18:59:27 - 
Experiment Configuration:
2025-08-13 18:59:27 - --------------------------------------------------
2025-08-13 18:59:27 - dataset: ds005863
2025-08-13 18:59:27 - use_combined_datasets: False
2025-08-13 18:59:27 - electrode_list: common
2025-08-13 18:59:27 - classifier: lda
2025-08-13 18:59:27 - separate_subject_classification: True
2025-08-13 18:59:27 - use_subject_layer: False
2025-08-13 18:59:27 - seeds: [1]
2025-08-13 18:59:27 - --------------------------------------------------
2025-08-13 18:59:27 - 
==================================================
2025-08-13 18:59:27 - Processing Active Visual Oddball Dataset
2025-08-13 18:59:27 - ==================================================
2025-08-13 19:00:04 - Subject: sub-001, Accuracy: 89.189%
2025-08-13 19:00:15 - Subject: sub-002, Accuracy: 64.706%
2025-08-13 19:00:27 - Subject: sub-003, Accuracy: 80.488%
2025-08-13 19:00:41 - Subject: sub-004, Accuracy: 64.865%
2025-08-13 19:00:50 - Subject: sub-005, Accuracy: 67.857%
2025-08-13 19:01:03 - Subject: sub-006, Accuracy: 76.923%
2025-08-13 19:01:14 - Subject: sub-007, Accuracy: 61.111%
2025-08-13 19:01:25 - Subject: sub-008, Accuracy: 70.588%
2025-08-13 19:01:36 - Subject: sub-009, Accuracy: 78.947%
2025-08-13 19:01:48 - Subject: sub-010, Accuracy: 85.714%
2025-08-13 19:01:58 - Subject: sub-011, Accuracy: 78.125%
2025-08-13 19:02:09 - Subject: sub-012, Accuracy: 74.286%
2025-08-13 19:02:22 - Subject: sub-013, Accuracy: 81.081%
2025-08-13 19:02:34 - Subject: sub-014, Accuracy: 71.429%
2025-08-13 19:02:42 - Subject: sub-015, Accuracy: 66.667%
2025-08-13 19:02:53 - Subject: sub-016, Accuracy: 75.000%
2025-08-13 19:03:07 - Subject: sub-017, Accuracy: 78.378%
2025-08-13 19:03:15 - Subject: sub-018, Accuracy: 73.913%
2025-08-13 19:03:31 - Subject: sub-019, Accuracy: 79.487%
2025-08-13 19:03:49 - Subject: sub-020, Accuracy: 67.568%
2025-08-13 19:04:07 - Subject: sub-021, Accuracy: 79.487%
2025-08-13 19:04:22 - Subject: sub-022, Accuracy: 74.286%
2025-08-13 19:04:38 - Subject: sub-023, Accuracy: 86.111%
2025-08-13 19:04:56 - Subject: sub-024, Accuracy: 80.952%
2025-08-13 19:05:09 - Subject: sub-025, Accuracy: 70.968%
2025-08-13 19:05:21 - Subject: sub-026, Accuracy: 72.973%
2025-08-13 19:05:33 - Subject: sub-027, Accuracy: 91.176%
2025-08-13 19:05:46 - Subject: sub-028, Accuracy: 76.316%
2025-08-13 19:05:58 - Subject: sub-029, Accuracy: 71.053%
2025-08-13 19:06:10 - Subject: sub-030, Accuracy: 79.412%
2025-08-13 19:06:23 - Subject: sub-031, Accuracy: 84.615%
2025-08-13 19:06:39 - Subject: sub-032, Accuracy: 80.952%
2025-08-13 19:06:52 - Subject: sub-033, Accuracy: 76.316%
2025-08-13 19:07:03 - Subject: sub-034, Accuracy: 80.000%
2025-08-13 19:07:18 - Subject: sub-035, Accuracy: 73.171%
2025-08-13 19:07:34 - Subject: sub-036, Accuracy: 69.048%
2025-08-13 19:07:46 - Subject: sub-037, Accuracy: 71.795%
2025-08-13 19:07:59 - Subject: sub-038, Accuracy: 70.732%
2025-08-13 19:08:11 - Subject: sub-039, Accuracy: 79.412%
2025-08-13 19:08:26 - Subject: sub-040, Accuracy: 82.927%
2025-08-13 19:08:40 - Subject: sub-041, Accuracy: 78.571%
2025-08-13 19:08:52 - Subject: sub-042, Accuracy: 75.000%
2025-08-13 19:09:04 - Subject: sub-043, Accuracy: 80.000%
2025-08-13 19:09:15 - Subject: sub-044, Accuracy: 91.667%
2025-08-13 19:09:25 - Subject: sub-045, Accuracy: 65.517%
2025-08-13 19:09:36 - Subject: sub-046, Accuracy: 76.471%
2025-08-13 19:09:54 - Subject: sub-047, Accuracy: 59.524%
2025-08-13 19:10:13 - Subject: sub-048, Accuracy: 80.488%
2025-08-13 19:10:24 - Subject: sub-049, Accuracy: 67.857%
2025-08-13 19:10:29 - Subject: sub-050, Accuracy: 75.000%
2025-08-13 19:10:44 - Subject: sub-051, Accuracy: 83.784%
2025-08-13 19:11:03 - Subject: sub-052, Accuracy: 69.048%
2025-08-13 19:11:16 - Subject: sub-053, Accuracy: 78.947%
