repeat,fold,overall_accuracy,p3_accuracy,avo_accuracy,p3_precision,p3_recall,p3_f1,p3_auc,avo_precision,avo_recall,avo_f1,avo_auc,p3_test_size,avo_test_size
1,1,0.6434782608695652,0.5365853658536586,0.6578947368421053,0.6,0.5217391304347826,0.5581395348837209,0.533816425120773,0.6716981132075471,0.5953177257525084,0.6312056737588654,0.7364570142113409,82,608
1,2,0.6782608695652174,0.651685393258427,0.6821963394342762,0.5833333333333334,0.717948717948718,0.6436781609195402,0.658974358974359,0.7203065134099617,0.6143790849673203,0.6631393298059965,0.7528747092057162,89,601
1,3,0.618840579710145,0.4691358024691358,0.638752052545156,0.5,0.5348837209302325,0.5168539325842696,0.4473684210526315,0.6830357142857143,0.5066225165562914,0.5817490494296579,0.7086739866686801,81,609
1,4,0.6647314949201741,0.4931506849315068,0.685064935064935,0.5757575757575758,0.4523809523809524,0.5066666666666667,0.5921658986175116,0.7195121951219512,0.5860927152317881,0.6459854014598541,0.7477116463491796,73,616
1,5,0.6357039187227866,0.5333333333333333,0.6482084690553745,0.43243243243243246,0.5333333333333333,0.47761194029850745,0.5762962962962963,0.6117381489841986,0.8603174603174604,0.7150395778364116,0.7273451186494664,75,614
2,1,0.6739130434782609,0.5223880597014925,0.6902086677367576,0.4222222222222222,0.76,0.5428571428571428,0.5352380952380953,0.7212543554006968,0.646875,0.6820428336079077,0.7638923267326732,67,623
2,2,0.6492753623188405,0.5875,0.6573770491803279,0.7027027027027027,0.5416666666666666,0.611764705882353,0.6673177083333333,0.7,0.5185185185185185,0.5957446808510639,0.7309732038166543,80,610
2,3,0.644927536231884,0.5802469135802469,0.6535303776683087,0.6176470588235294,0.5,0.5526315789473685,0.7063492063492063,0.7072072072072072,0.5181518151815182,0.5980952380952381,0.7333203908626156,81,609
2,4,0.6632801161103048,0.5476190476190477,0.6793388429752066,0.5454545454545454,0.43902439024390244,0.48648648648648646,0.6057855927396483,0.6798679867986799,0.6798679867986799,0.6798679867986799,0.7490109938146132,84,605
2,5,0.637155297532656,0.5568181818181818,0.64891846921797,0.5423728813559322,0.7272727272727273,0.6213592233009708,0.5888429752066116,0.6153846153846154,0.7973421926910299,0.694645441389291,0.7221483942414175,88,601
3,1,0.663768115942029,0.5729166666666666,0.6784511784511784,0.56,0.5957446808510638,0.577319587628866,0.6231003039513678,0.7049808429118773,0.6174496644295302,0.6583184257602862,0.7442068746598948,96,594
3,2,0.6275362318840579,0.5113636363636364,0.6445182724252492,0.5111111111111111,0.5227272727272727,0.5168539325842696,0.5356404958677686,0.7377049180327869,0.4485049833887043,0.5578512396694215,0.7293517731592367,88,602
3,3,0.6811594202898551,0.5285714285714286,0.6983870967741935,0.6060606060606061,0.5,0.5479452054794521,0.5233333333333333,0.743801652892562,0.5901639344262295,0.6581352833638026,0.7674733281290659,70,620
3,4,0.6560232220609579,0.5568181818181818,0.670549084858569,0.4878048780487805,0.5263157894736842,0.5063291139240507,0.5757894736842104,0.7231404958677686,0.5718954248366013,0.6386861313868613,0.7448764816661128,88,601
3,5,0.6777939042089985,0.4827586206896552,0.6957210776545166,0.5185185185185185,0.45161290322580644,0.48275862068965514,0.5173237753882916,0.7652173913043478,0.5605095541401274,0.6470588235294118,0.7696357170125981,58,631
4,1,0.627536231884058,0.5238095238095238,0.641914191419142,0.6285714285714286,0.4489795918367347,0.5238095238095237,0.5714285714285714,0.6740088105726872,0.5168918918918919,0.5850860420650096,0.7093722755013078,84,606
4,2,0.6188405797101451,0.5113636363636364,0.6345514950166113,0.46938775510204084,0.575,0.5168539325842697,0.5145833333333333,0.5913978494623656,0.9016393442622951,0.7142857142857142,0.7122592040624828,88,602
4,3,0.644927536231884,0.5285714285714286,0.6580645161290323,0.5405405405405406,0.5555555555555556,0.547945205479452,0.5776143790849674,0.653968253968254,0.6666666666666666,0.6602564102564102,0.7379265132831767,70,620
4,4,0.6618287373004355,0.5,0.6807131280388979,0.5428571428571428,0.48717948717948717,0.5135135135135135,0.5299145299145299,0.7432432432432432,0.5409836065573771,0.6261859582542694,0.759153005464481,72,617
4,5,0.6415094339622641,0.5465116279069767,0.6550580431177446,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.56,0.7563451776649747,0.48220064724919093,0.5889328063241106,0.7472095634370253,86,603
5,1,0.6652173913043479,0.5517241379310345,0.681592039800995,0.5652173913043478,0.5777777777777777,0.5714285714285713,0.5894179894179894,0.6942446043165468,0.6433333333333333,0.6678200692041523,0.7503520352035203,87,603
5,2,0.6739130434782609,0.5517241379310345,0.6915422885572139,0.7142857142857143,0.46296296296296297,0.5617977528089888,0.6212121212121211,0.6966292134831461,0.6391752577319587,0.6666666666666667,0.7562780861749934,87,603
5,3,0.6246376811594203,0.5733333333333334,0.6308943089430894,0.5,0.59375,0.5428571428571428,0.5690406976744186,0.6653846153846154,0.5527156549520766,0.6038394415357766,0.7057000190423799,75,615
5,4,0.6197387518142236,0.5679012345679012,0.6266447368421053,0.5142857142857142,0.5,0.5070422535211268,0.5962962962962963,0.7832167832167832,0.36363636363636365,0.49667405764966743,0.7330086580086581,81,608
5,5,0.6647314949201741,0.5714285714285714,0.6752827140549273,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5937755937755939,0.68561872909699,0.657051282051282,0.6710310965630114,0.7172805478994404,70,619
