metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.629708448824556,0.7232262259179413,-0.09351777709338532,-5.91874047731989,4.162300699212301e-06,-1.1837480954639779,large,True
p3_accuracy,25,0.5852542485860344,0.6074112164912981,-0.022156967905263673,-1.511685570405504,0.1436705118878841,-0.30233711408110087,small,False
avo_accuracy,25,0.6414717435723987,0.754276091400238,-0.11280434782783937,-6.368518921927034,1.3866478429757422e-06,-1.2737037843854069,large,True
p3_precision,25,0.5851174696148402,0.6151651299195501,-0.03004766030470992,-1.674160577957113,0.10708370731899974,-0.3348321155914226,small,False
p3_recall,25,0.5879148750340655,0.6215573588124247,-0.03364248377835922,-1.0967314039691114,0.283641765278115,-0.21934628079382223,small,False
p3_f1,25,0.5834287182207343,0.6028383723219605,-0.019409654101226203,-1.3062813800206834,0.20383804311841552,-0.26125627600413664,small,False
p3_auc,25,0.6298168035088929,0.6438020715114895,-0.013985268002596633,-0.8052954351122887,0.4285558193345229,-0.16105908702245772,negligible,False
avo_precision,25,0.6213919742111355,0.750202821826713,-0.1288108476155776,-7.007633108333858,3.026319388636344e-07,-1.4015266216667714,large,True
avo_recall,25,0.763157792375928,0.8181202135762057,-0.05496242120027784,-1.8247786806591069,0.08050791522719136,-0.36495573613182136,small,False
avo_f1,25,0.6767282158267288,0.7714416723889496,-0.09471345656222056,-6.556136804844533,8.824809933705996e-07,-1.3112273609689067,large,True
avo_auc,25,0.7197494884465766,0.822309829434215,-0.10256034098763837,-4.921542737798941,5.071874877940968e-05,-0.9843085475597881,large,True
