metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6253333333333334,0.5375,0.08783333333333333,8.148653216655338,2.2747707840216346e-08,1.6297306433310674,large,True
p3_accuracy,25,0.614460135319516,0.5375,0.07696013531951597,5.7629729108412775,6.119687330369917e-06,1.1525945821682555,large,True
avo_accuracy,25,0.626718038548736,0.0,0.626718038548736,88.1091060328576,1.1854403403832038e-31,17.62182120657152,large,True
p3_precision,25,0.6195569660072457,0.4219353278540733,0.19762163815317244,4.071644826391802,0.00043958352739835286,0.8143289652783604,large,True
p3_recall,25,0.6030502601268519,0.5379999999999999,0.06505026012685187,0.9279601650576413,0.362667422630343,0.18559203301152827,negligible,False
p3_f1,25,0.6063897800353899,0.45428658053856374,0.15210319949682632,2.9205383458775236,0.007489337364258502,0.5841076691755048,medium,True
p3_auc,25,0.6534809530569953,0.5918249999999999,0.06165595305699542,3.114222080598684,0.004723442427281137,0.6228444161197368,medium,True
avo_precision,25,0.6175780466734406,0.0,0.6175780466734406,46.441560399894605,5.112457026643098e-25,9.288312079978922,large,True
avo_recall,25,0.7517457519959437,0.0,0.7517457519959437,25.026536414397842,1.0466187702483132e-18,5.005307282879569,large,True
avo_f1,25,0.6626826562689458,0.0,0.6626826562689458,65.22738620548105,1.5679755666491688e-28,13.04547724109621,large,True
avo_auc,25,0.7096575396313165,0.5,0.20965753963131636,36.44843101958193,1.5842796050181705e-22,7.289686203916387,large,True
