metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6066689936887388,0.630944299267617,-0.024275305578878196,-6.325522524491253,1.5388266736850555e-06,-1.2651045048982508,large,True
p3_accuracy,25,0.5896117148203328,0.619953855032422,-0.030342140212089152,-7.364289267354588,1.3231937599576544e-07,-1.4728578534709176,large,True
avo_accuracy,25,0.6758675089390465,0.6749069191227046,0.0009605898163419413,0.08261587127804514,0.9348421689205928,0.016523174255609032,negligible,False
p3_precision,25,0.6079432628584389,0.6390554877506016,-0.03111222489216265,-3.7145470413994364,0.0010802838132429893,-0.7429094082798873,medium,True
p3_recall,25,0.5158591055015159,0.5708014679258879,-0.05494236242437192,-2.7190379343575284,0.01197186050018453,-0.5438075868715057,medium,True
p3_f1,25,0.5544278169997789,0.5962269466394451,-0.04179912963966613,-4.152340768192986,0.00035830541757521573,-0.8304681536385974,large,True
p3_auc,25,0.6317423863502215,0.6700913125058676,-0.0383489261556461,-7.939643970963924,3.607760407202914e-08,-1.5879287941927849,large,True
avo_precision,25,0.6795870515216543,0.6728731577336063,0.006713893788047982,0.40356385195164535,0.6901066062837444,0.08071277039032906,negligible,False
avo_recall,25,0.6931363869717577,0.683211642038525,0.009924744933232713,0.35080671937375957,0.7287939860663564,0.07016134387475191,negligible,False
avo_f1,25,0.6763474766599988,0.6752251626491532,0.0011223140108455086,0.07616946155361272,0.939915684872022,0.015233892310722546,negligible,False
avo_auc,25,0.7368397565493648,0.7367310863508982,0.00010867019846663606,0.008453018926111715,0.9933254203374837,0.001690603785222343,negligible,False
