metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6289855072463768,0.6124376949763599,0.01654781227001678,1.1740569056254817,0.2518913423606697,0.23481138112509636,small,False
p3_accuracy,25,0.6128014164819143,0.6150132768531442,-0.0022118603712299434,-0.13905697740989878,0.8905654154403672,-0.027811395481979757,negligible,False
avo_accuracy,25,0.6312555945565136,0.5926691880226843,0.038586406533829345,2.2787986195862415,0.03186694886759497,0.4557597239172483,small,True
p3_precision,25,0.628139599699064,0.5419899559518377,0.08614964374722614,1.46090236076863,0.15701155625208985,0.29218047215372606,small,False
p3_recall,25,0.6001359577858523,0.5491883872820903,0.050947570503762,0.9035361170868207,0.37522156120974504,0.18070722341736412,negligible,False
p3_f1,25,0.5999019683287125,0.5345972603418077,0.06530470798690474,1.311055464954081,0.2022453915462742,0.26221109299081624,small,False
p3_auc,25,0.6661472385528555,0.6755019014950149,-0.009354662942159404,-0.48709378351663724,0.6306111424110721,-0.09741875670332745,negligible,False
avo_precision,25,0.6154412656909546,0.5255332288070839,0.08990803688387068,1.8051965736125009,0.08360573469721724,0.3610393147225002,small,False
avo_recall,25,0.7625396707839367,0.5248963921750263,0.2376432786089104,3.8175037337063857,0.0008345427740354507,0.7635007467412771,medium,True
avo_f1,25,0.6705425229872123,0.5093926580135772,0.16114986497363484,3.417441758347866,0.0022586019017010275,0.6834883516695732,medium,True
avo_auc,25,0.7151233379658214,0.6609688713834221,0.05415446658239932,3.085198831924591,0.005064096617403339,0.6170397663849182,medium,True
