metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.577,0.629708448824556,-0.052708448824556026,-5.536323799544089,1.0764187659561951e-05,-1.1072647599088177,large,True
p3_accuracy,25,0.577,0.5852542485189953,-0.00825424851899529,-0.8234009371534444,0.41838731087312386,-0.16468018743068888,negligible,False
avo_accuracy,25,0.0,0.6414717435723987,-0.6414717435723987,-113.37973004600306,2.829109632694619e-34,-22.67594600920061,large,True
p3_precision,25,0.5421108967264552,0.5851174696148402,-0.04300657288838508,-1.2720496212242365,0.21554334106715375,-0.2544099242448473,small,False
p3_recall,25,0.5665,0.5879148750340655,-0.02141487503406546,-0.4124676969414788,0.6836579740852717,-0.08249353938829575,negligible,False
p3_f1,25,0.538626238696275,0.5834287182207343,-0.04480247952445929,-1.2059909362432524,0.2395759759396004,-0.2411981872486505,small,False
p3_auc,25,0.62085,0.6298168035088929,-0.00896680350889298,-1.0101839365827785,0.32248394146360493,-0.20203678731655572,small,False
avo_precision,25,0.0,0.6213919742111355,-0.6213919742111355,-77.77654418322706,2.342271276436826e-30,-15.555308836645414,large,True
avo_recall,25,0.0,0.763157792375928,-0.763157792375928,-30.498609142040642,1.0458413821781949e-20,-6.0997218284081285,large,True
avo_f1,25,0.0,0.6767282158267288,-0.6767282158267288,-84.41060390487893,3.307255512344747e-31,-16.882120780975786,large,True
avo_auc,25,0.5,0.7197494884465766,-0.21974948844657674,-44.986682458497775,1.0883142248823708e-24,-8.997336491699555,large,True
