metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.5892426273198059,0.6138226050201435,-0.024579977700337607,-4.12089397466445,0.0003880351216719049,-0.82417879493289,large,True
p3_accuracy,25,0.5800449312652609,0.6124434552377948,-0.03239852397253385,-5.668019815743286,7.748971787569344e-06,-1.1336039631486574,large,True
avo_accuracy,25,0.6632808971914984,0.6250767951763925,0.038204102015105955,2.138582493629197,0.042852032115001104,0.42771649872583944,small,True
p3_precision,25,0.5729548944775578,0.6076176033653174,-0.03466270888775962,-4.565134605399816,0.0001254895740430975,-0.9130269210799633,large,True
p3_recall,25,0.6951596984451772,0.6440575502294429,0.05110214821573434,1.5952583201544737,0.12373993442509466,0.31905166403089474,small,False
p3_f1,25,0.6174340076403991,0.622597874340125,-0.0051638666997259695,-0.4493966470698675,0.6571777966887993,-0.08987932941397349,negligible,False
p3_auc,25,0.6294531930667195,0.6593582012958608,-0.0299050082291412,-5.653803019379337,8.028279829401843e-06,-1.1307606038758673,large,True
avo_precision,25,0.6997565921127891,0.6564097673765346,0.043346824736254515,1.7497820065829806,0.09293345781288684,0.3499564013165961,small,False
avo_recall,25,0.6134286698322318,0.544619197339392,0.06880947249283978,2.1300864475409176,0.043616182155859246,0.4260172895081835,small,True
avo_f1,25,0.6380367541127782,0.5838644931992767,0.05417226091350141,2.2945263159858094,0.03080989830702843,0.45890526319716185,small,True
avo_auc,25,0.7418009609125683,0.6914368383438301,0.050364122568738186,3.2881237571796476,0.003100429556494491,0.6576247514359296,medium,True
