metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6389149642404955,0.6379126612013094,0.0010023030391860565,0.1676573497578792,0.8682576015342963,0.03353146995157584,negligible,False
p3_accuracy,25,0.5883561992509622,0.6409812605516373,-0.05262506130067509,-6.612493673446828,7.710834282970047e-07,-1.3224987346893657,large,True
avo_accuracy,25,0.6522581744649879,0.6268498163803462,0.02540835808464167,2.1961571762963685,0.037983266113718356,0.43923143525927366,small,True
p3_precision,25,0.5862177502405437,0.6363670506156996,-0.05014930037515604,-3.430623667688936,0.00218648242042151,-0.6861247335377871,medium,True
p3_recall,25,0.5980903990134244,0.6877028650507749,-0.08961246603735068,-3.981830672629541,0.0005516563396467812,-0.7963661345259081,medium,True
p3_f1,25,0.5898360728537848,0.6538124563668132,-0.06397638351302831,-5.164169677118269,2.743821253493031e-05,-1.032833935423654,large,True
p3_auc,25,0.6197683341962071,0.7008789175154638,-0.08111058331925658,-14.562359360936885,2.0650784021723958e-13,-2.9124718721873766,large,True
avo_precision,25,0.6234304663970017,0.6177977155057227,0.005632750891279113,0.46621710247473547,0.6452640215775313,0.0932434204949471,negligible,False
avo_recall,25,0.7872474199363191,0.6982766230998456,0.08897079683647345,3.8663778183552724,0.000738042848845004,0.7732755636710545,medium,True
avo_f1,25,0.6923591579186898,0.6489600547583271,0.04339910316036257,3.944274634131739,0.0006065119173762673,0.7888549268263478,medium,True
avo_auc,25,0.7282564115004303,0.6848774416134021,0.0433789698870282,3.9451056836750813,0.0006052416305610614,0.7890211367350163,medium,True
