metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6066689936887388,0.6379126612013094,-0.031243667512570655,-6.881129661321831,4.074205913681246e-07,-1.3762259322643662,large,True
p3_accuracy,25,0.5896117148203328,0.6409812605516373,-0.05136954573130455,-9.955218829814836,5.365464140592516e-10,-1.991043765962967,large,True
avo_accuracy,25,0.6758675089390465,0.6268498163803462,0.049017692558700234,4.6362597869629685,0.00010471766397942843,0.9272519573925936,large,True
p3_precision,25,0.6079432628584389,0.6363670506156996,-0.028423787757260777,-2.636638320597355,0.014452959762441842,-0.5273276641194709,medium,True
p3_recall,25,0.5158591055015159,0.6877028650507749,-0.17184375954925898,-6.082396855397607,2.7833516247568127e-06,-1.2164793710795214,large,True
p3_f1,25,0.5544278169997789,0.6538124563668132,-0.09938463936703419,-9.23864901104085,2.2548421342179054e-09,-1.8477298022081698,large,True
p3_auc,25,0.6317423863502215,0.7008789175154638,-0.06913653116524228,-12.359265905765982,6.770029365485429e-12,-2.4718531811531963,large,True
avo_precision,25,0.6795870515216543,0.6177977155057227,0.06178933601593164,3.619216259869882,0.0013704683700628362,0.7238432519739765,medium,True
avo_recall,25,0.6931363869717577,0.6982766230998456,-0.005140236128087776,-0.13931768016670545,0.8903616254940062,-0.02786353603334109,negligible,False
avo_f1,25,0.6763474766599988,0.6489600547583271,0.027387421901671635,2.005949984326657,0.0562594070959187,0.4011899968653314,small,False
avo_auc,25,0.7368397565493648,0.6848774416134021,0.051962314935962844,4.846124571231613,6.142091370979441e-05,0.9692249142463227,large,True
