overall_accuracy_mean,overall_accuracy_std,overall_accuracy_ci_lower,overall_accuracy_ci_upper,p3_accuracy_mean,p3_accuracy_std,p3_accuracy_ci_lower,p3_accuracy_ci_upper,avo_accuracy_mean,avo_accuracy_std,avo_accuracy_ci_lower,avo_accuracy_ci_upper,p3_precision_mean,p3_precision_std,p3_precision_ci_lower,p3_precision_ci_upper,p3_recall_mean,p3_recall_std,p3_recall_ci_lower,p3_recall_ci_upper,p3_f1_mean,p3_f1_std,p3_f1_ci_lower,p3_f1_ci_upper,p3_auc_mean,p3_auc_std,p3_auc_ci_lower,p3_auc_ci_upper,avo_precision_mean,avo_precision_std,avo_precision_ci_lower,avo_precision_ci_upper,avo_recall_mean,avo_recall_std,avo_recall_ci_lower,avo_recall_ci_upper,avo_f1_mean,avo_f1_std,avo_f1_ci_lower,avo_f1_ci_upper,avo_auc_mean,avo_auc_std,avo_auc_ci_lower,avo_auc_ci_upper,mean_accuracy,std_accuracy,ci_lower,ci_upper,mean_p3_accuracy,mean_avo_accuracy,p3_ci_lower,p3_ci_upper,avo_ci_lower,avo_ci_upper
0.6083583330419614,0.01703969909072315,0.6013246909531779,0.615391975130745,0.6154289393947802,0.018751392344043986,0.6076887450573012,0.6231691337322591,0.5545696855618032,0.05012554000334527,0.5338788795790568,0.5752604915445496,0.6388951692853407,0.03987846166163412,0.6224341493526637,0.6553561892180177,0.5587177774884579,0.127873228353477,0.5059343030745633,0.6115012519023524,0.5849238803467562,0.06439549455697452,0.5583427266284633,0.6115050340650492,0.6606775199303354,0.018777375780490574,0.6529266001574348,0.6684284397032361,0.5636493337211177,0.07299679934877026,0.5335177358852424,0.593780931556993,0.511284732246183,0.09115294579722166,0.47365864550237446,0.5489108189899915,0.5305736446320978,0.05991435296890764,0.5058422152494174,0.5553050740147781,0.5824996334109285,0.05001871922270579,0.5618529208792848,0.6031463459425721,0.6083583330419614,0.01703969909072315,0.6013246909531779,0.615391975130745,0.6154289393947802,0.5545696855618032,0.6076887450573012,0.6231691337322591,0.5338788795790568,0.5752604915445496
