metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6445500936034161,0.664141351675396,-0.019591258071979964,-1.6504928395374656,0.11186978556683382,-0.33009856790749315,small,False
p3_accuracy,25,0.6008448249668001,0.5719352159959156,0.028909608970884647,1.6781466335633646,0.10629485675191934,0.33562932671267287,small,False
avo_accuracy,25,0.6501114428744684,0.6760116208050669,-0.02590017793059856,-2.023775782612687,0.054263733992850414,-0.4047551565225374,small,False
p3_precision,25,0.5985842217912941,0.5867620471817713,0.011822174609522902,0.8065144231660584,0.4278664375575775,0.16130288463321169,negligible,False
p3_recall,25,0.5859413669093567,0.5961235893088821,-0.010182222399525338,-0.2118695257191265,0.8339978001978103,-0.0423739051438253,negligible,False
p3_f1,25,0.5885771562882123,0.5674619566539538,0.021115199634258435,0.7503492130367196,0.46033797714017344,0.1500698426073439,negligible,False
p3_auc,25,0.6351509959939802,0.6231984500076705,0.011952545986309739,0.6880675601879915,0.49800731605628923,0.13761351203759833,negligible,False
avo_precision,25,0.6510844344778914,0.7035216747939639,-0.052437240316072505,-2.6184696458094603,0.015061395688584828,-0.5236939291618922,medium,True
avo_recall,25,0.6819744544320173,0.682084872173146,-0.00011041774112885872,-0.002250852736341562,0.9982226859796894,-0.00045017054726831244,negligible,False
avo_f1,25,0.6545502161260152,0.671109330711051,-0.01655911458503593,-0.9077525784294663,0.3730340920623155,-0.18155051568589325,negligible,False
avo_auc,25,0.7194754261694928,0.7669548389403098,-0.047479412770817186,-3.7414403350288117,0.0010099629458768123,-0.7482880670057624,medium,True
