metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6389149642404955,0.7232262259179413,-0.08431126167744585,-5.744605217670493,6.405197498832675e-06,-1.1489210435340986,large,True
p3_accuracy,25,0.5883561992509622,0.6074112164912981,-0.019055017240335845,-1.5672765803991426,0.13014165385901014,-0.3134553160798285,small,False
avo_accuracy,25,0.6522581744649879,0.754276091400238,-0.10201791693524999,-5.833466976284029,5.138659826385395e-06,-1.166693395256806,large,True
p3_precision,25,0.5862177502405437,0.6151651299195501,-0.028947379679006433,-1.9810372876208455,0.05915722960908839,-0.3962074575241691,small,False
p3_recall,25,0.5980903990134244,0.6215573588124247,-0.023466959799000355,-0.6726528120486986,0.5075934886789337,-0.13453056240973973,negligible,False
p3_f1,25,0.5898360728537848,0.6028383723219605,-0.013002299468175675,-0.7845818268511342,0.4403748367046999,-0.15691636537022685,negligible,False
p3_auc,25,0.6197683341962071,0.6438020715114895,-0.024033737315282407,-1.6454952219186174,0.11290302820695278,-0.32909904438372345,small,False
avo_precision,25,0.6234304663970017,0.750202821826713,-0.12677235542971138,-6.233711217308008,1.9233402742876037e-06,-1.2467422434616016,large,True
avo_recall,25,0.7872474199363191,0.8181202135762057,-0.030872793639886743,-1.1000453890368418,0.2822243046494676,-0.22000907780736834,small,False
avo_f1,25,0.6923591579186898,0.7714416723889496,-0.07908251447025968,-6.192292199919266,2.127585560618658e-06,-1.2384584399838532,large,True
avo_auc,25,0.7282564115004303,0.822309829434215,-0.0940534179337849,-4.550241532064014,0.0001303360252615274,-0.9100483064128029,large,True
