metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.555,0.7473819251959074,-0.19238192519590736,-16.87926038564869,8.09166913487357e-15,-3.3758520771297382,large,True
p3_accuracy,25,0.555,0.589690318436098,-0.034690318436097906,-2.764088521522125,0.010790862579414353,-0.552817704304425,medium,True
avo_accuracy,25,0.0,0.7892282999107916,-0.7892282999107916,-90.08197024332968,6.978126881851467e-32,-18.016394048665937,large,True
p3_precision,25,0.46420378588293715,0.5968104842043234,-0.13260669832138616,-2.621378999402355,0.014962380486156097,-0.5242757998804709,medium,True
p3_recall,25,0.4734999999999999,0.5731393826223057,-0.0996393826223057,-1.4923041050671697,0.14864901144348655,-0.29846082101343396,small,False
p3_f1,25,0.452282758788976,0.5740579281453266,-0.12177516935635067,-2.3580422470757036,0.02685892643212779,-0.4716084494151408,small,True
p3_auc,25,0.59509375,0.6377534161547243,-0.04265966615472417,-3.366302279108107,0.0025609343233273904,-0.6732604558216213,medium,True
avo_precision,25,0.0,0.7799848864375218,-0.7799848864375218,-64.36058752887564,2.157826542528618e-28,-12.87211750577513,large,True
avo_recall,25,0.0,0.8269186084830431,-0.8269186084830431,-33.77372538254538,9.54129287098842e-22,-6.754745076509076,large,True
avo_f1,25,0.0,0.7933235924152133,-0.7933235924152133,-65.1674756867512,1.6027487154980454e-28,-13.033495137350242,large,True
avo_auc,25,0.5,0.8705030318082423,-0.37050303180824223,-105.38085503178011,1.632102306223216e-33,-21.07617100635602,large,True
