metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6066689936887388,0.629708448824556,-0.023039455135817226,-4.653647320242011,0.00010018684036195444,-0.9307294640484022,large,True
p3_accuracy,25,0.5896117148203328,0.5852542485189953,0.0043574663013374515,0.6012972634271884,0.5532796417594112,0.12025945268543767,negligible,False
avo_accuracy,25,0.6758675089390465,0.6414717435723987,0.03439576536664794,4.102440176643282,0.0004066076086274882,0.8204880353286564,large,True
p3_precision,25,0.6079432628584389,0.5851174696148402,0.022825793243598742,1.715861286012472,0.09907076158694461,0.3431722572024944,small,False
p3_recall,25,0.5158591055015159,0.5879148750340655,-0.07205576953254945,-3.4602510685549603,0.002032475590122653,-0.6920502137109921,medium,True
p3_f1,25,0.5544278169997789,0.5834287182207343,-0.029000901220955347,-2.2269746587460357,0.035587901698406456,-0.44539493174920713,small,True
p3_auc,25,0.6317423863502215,0.6298168035088929,0.001925582841328528,0.29829014144476607,0.7680489751188146,0.05965802828895322,negligible,False
avo_precision,25,0.6795870515216543,0.6213919742111355,0.05819507731051877,4.429114008376212,0.00017737759423732313,0.8858228016752423,large,True
avo_recall,25,0.6931363869717577,0.763157792375928,-0.07002140540417014,-1.9339293578110088,0.06499833895737081,-0.3867858715622018,small,False
avo_f1,25,0.6763474766599988,0.6767282158267288,-0.00038073916673006194,-0.02803883522394685,0.9778630307009905,-0.00560776704478937,negligible,False
avo_auc,25,0.7368397565493648,0.7197494884465766,0.01709026810278813,1.6153800323993739,0.11929976568298396,0.3230760064798747,small,False
