metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6124376949763599,0.664141351675396,-0.05170365669903594,-3.0015616083294194,0.006182752101504076,-0.600312321665884,medium,True
p3_accuracy,25,0.6150132768531442,0.5719352159959156,0.04307806085722867,2.3759869775842213,0.025830050669169925,0.4751973955168442,small,True
avo_accuracy,25,0.5926691880226843,0.6760116208050669,-0.08334243278238276,-4.007467192251944,0.0005170584968067647,-0.8014934384503888,large,True
p3_precision,25,0.5419899559518377,0.5867620471817713,-0.04477209122993358,-0.7868422407161451,0.4390754718317915,-0.15736844814322903,negligible,False
p3_recall,25,0.5491883872820903,0.5961235893088821,-0.04693520202679178,-0.6707105590679754,0.5088086144455931,-0.1341421118135951,negligible,False
p3_f1,25,0.5345972603418077,0.5674619566539538,-0.03286469631214619,-0.6021401491573395,0.5527276909527046,-0.1204280298314679,negligible,False
p3_auc,25,0.6755019014950149,0.6231984500076705,0.05230345148734439,2.685665349482037,0.0129241299854444,0.5371330698964073,medium,True
avo_precision,25,0.5255332288070839,0.7035216747939639,-0.17798844598687996,-3.4512573059045994,0.0020780733734834514,-0.69025146118092,medium,True
avo_recall,25,0.5248963921750263,0.682084872173146,-0.15718847999811972,-2.1485600867497685,0.04197000453912542,-0.4297120173499537,small,True
avo_f1,25,0.5093926580135772,0.671109330711051,-0.1617166726974737,-3.1153782843592146,0.004710338551959908,-0.623075656871843,medium,True
avo_auc,25,0.6609688713834221,0.7669548389403098,-0.10598596755688787,-5.199239736234136,2.51128227126764e-05,-1.0398479472468274,large,True
