metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.5955979534038065,0.6114242443364675,-0.015826290932660983,-2.280036051743296,0.031782598835297646,-0.4560072103486592,small,True
p3_accuracy,25,0.5931230999895195,0.538455387881625,0.05466771210789457,4.337079196487212,0.00022414994155929658,0.8674158392974427,large,True
avo_accuracy,25,0.6148056561517855,0.6208462562691526,-0.0060406001173669965,-0.5157976655530259,0.6107151013394154,-0.10315953311060518,negligible,False
p3_precision,25,0.6670973426130401,0.5452979520718181,0.12179939054122199,5.584901112426897,9.533649013177009e-06,1.1169802224853793,large,True
p3_recall,25,0.39147166535633227,0.5126662883654525,-0.1211946230091202,-3.4205665021814458,0.0022412995949024693,-0.684113300436289,medium,True
p3_f1,25,0.47865051120664004,0.5225642880166191,-0.04391377680997907,-1.7689706265087421,0.08960748302480546,-0.3537941253017485,small,False
p3_auc,25,0.6462199051347091,0.5635169850073818,0.08270292012732738,6.03851439880724,3.099656755725486e-06,1.2077028797614482,large,True
avo_precision,25,0.6210790958710127,0.659577313883606,-0.038498218012593316,-1.9830144623753734,0.05892252460022554,-0.3966028924750747,small,False
avo_recall,25,0.6038556799257612,0.556783729493315,0.047071950432446226,1.006447409581499,0.3242404520572897,0.20128948191629983,small,False
avo_f1,25,0.6072714173536023,0.575115677565059,0.032155739788543344,1.0965852493093933,0.28370439651787066,0.21931704986187867,small,False
avo_auc,25,0.6815244159231882,0.6926580405137173,-0.011133624590529205,-0.9620496806428485,0.34561817632815817,-0.1924099361285697,negligible,False
