metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.629708448824556,0.7473819251959074,-0.11767347637135135,-14.404041129591613,2.615906310998568e-13,-2.8808082259183223,large,True
p3_accuracy,25,0.5852542485189953,0.589690318436098,-0.00443606991710262,-0.36943750121463775,0.7150413107638003,-0.07388750024292755,negligible,False
avo_accuracy,25,0.6414717435723987,0.7892282999107916,-0.147756556338393,-14.578723298953818,2.015459663778191e-13,-2.9157446597907635,large,True
p3_precision,25,0.5851174696148402,0.5968104842043234,-0.011693014589483129,-0.8824886677849072,0.38626651692420244,-0.17649773355698142,negligible,False
p3_recall,25,0.5879148750340655,0.5731393826223057,0.014775492411759756,0.4957569825397678,0.624575244517336,0.09915139650795357,negligible,False
p3_f1,25,0.5834287182207343,0.5740579281453266,0.00937079007540762,0.5259928537128784,0.603720197090705,0.10519857074257569,negligible,False
p3_auc,25,0.6298168035088929,0.6377534161547243,-0.007936612645831186,-0.8167338484511889,0.4221140347779395,-0.16334676969023776,negligible,False
avo_precision,25,0.6213919742111355,0.7799848864375218,-0.15859291222638636,-9.9674894845138,5.238100845575756e-10,-1.99349789690276,large,True
avo_recall,25,0.763157792375928,0.8269186084830431,-0.06376081610711519,-1.6408103025035994,0.11387887120999268,-0.32816206050071994,small,False
avo_f1,25,0.6767282158267288,0.7933235924152133,-0.11659537658848432,-7.490192508398078,9.919731737693659e-08,-1.4980385016796154,large,True
avo_auc,25,0.7197494884465766,0.8705030318082423,-0.15075354336166547,-23.481150451470715,4.560983239420541e-18,-4.696230090294143,large,True
