metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.577,0.5845,-0.007500000000000014,-0.4064489695132173,0.6880144011951783,-0.08128979390264346,negligible,False
p3_accuracy,25,0.577,0.0,0.577,65.24096519635724,1.5602038662779073e-28,13.048193039271448,large,True
avo_accuracy,25,0.0,0.5845,-0.5845,-36.246246953335884,1.806409133139753e-22,-7.2492493906671776,large,True
p3_precision,25,0.5421108967264552,0.0,0.5421108967264552,15.938009682586344,2.8772010536212673e-14,3.187601936517269,large,True
p3_recall,25,0.5665,0.0,0.5665,11.758254437459536,1.9024870262667584e-11,2.3516508874919078,large,True
p3_f1,25,0.538626238696275,0.0,0.538626238696275,14.974406249990553,1.1267941691162217e-13,2.9948812499981106,large,True
p3_auc,25,0.62085,0.5,0.12085000000000001,15.844024105934222,3.2769547022946924e-14,3.1688048211868445,large,True
avo_precision,25,0.0,0.4291853352930092,-0.4291853352930092,-6.958836440586199,3.393286505831658e-07,-1.3917672881172398,large,True
avo_recall,25,0.0,0.47,-0.47,-6.406402835483997,1.2653049533180038e-06,-1.2812805670967993,large,True
avo_f1,25,0.0,0.43347135907793544,-0.43347135907793544,-6.941881955768048,3.531192113670912e-07,-1.3883763911536098,large,True
avo_auc,25,0.5,0.643603125,-0.143603125,-8.160322305304168,2.2173247281990634e-08,-1.6320644610608335,large,True
