metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6059611949491839,0.629708448824556,-0.02374725387537216,-2.7565343883832494,0.010980900671289137,-0.5513068776766499,medium,True
p3_accuracy,25,0.6002801412653295,0.5852542485189953,0.015025892746334231,1.3579518557465478,0.1871096098566133,0.27159037114930956,small,False
avo_accuracy,25,0.6075000090070537,0.6414717435723987,-0.033971734565344865,-3.467342240635762,0.0019972126588342514,-0.6934684481271524,medium,True
p3_precision,25,0.6082864176132344,0.5851174696148402,0.023168947998394224,2.0162435007881787,0.05509921881865215,0.40324870015763575,small,False
p3_recall,25,0.5815112068066213,0.5879148750340655,-0.006403668227444121,-0.2510394171796446,0.8039205114493339,-0.05020788343592892,negligible,False
p3_f1,25,0.5850767387646132,0.5834287182207343,0.0016480205438788476,0.10133798576881359,0.9201240399497874,0.020267597153762716,negligible,False
p3_auc,25,0.6479654107222274,0.6298168035088929,0.018148607213334427,1.6720721410579256,0.10749897930320784,0.3344144282115852,small,False
avo_precision,25,0.5788889190775056,0.6213919742111355,-0.042503055133629966,-3.6027322438320697,0.0014278653165392978,-0.7205464487664139,medium,True
avo_recall,25,0.8312111219315534,0.763157792375928,0.0680533295556255,2.066185506712308,0.04976621474463799,0.41323710134246167,small,True
avo_f1,25,0.6786135652837764,0.6767282158267288,0.0018853494570474894,0.214300022355058,0.8321234459471327,0.0428600044710116,negligible,False
avo_auc,25,0.6925771898633033,0.7197494884465766,-0.027172298583273538,-5.007387748054624,4.079760135087387e-05,-1.0014775496109247,large,True
