metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6258550724637681,0.522,0.10385507246376811,9.456978357951042,1.4459277548171135e-09,1.8913956715902087,large,True
p3_accuracy,25,0.5840906980435675,0.0,0.5840906980435675,54.75014888732957,1.0200880485902512e-26,10.950029777465916,large,True
avo_accuracy,25,0.6311096771712799,0.522,0.10910967717127992,9.66227957616537,9.574150200130754e-10,1.9324559152330738,large,True
p3_precision,25,0.5940349274068154,0.0,0.5940349274068154,35.54370855608532,2.8657324628527327e-22,7.108741711217065,large,True
p3_recall,25,0.563890466805975,0.0,0.563890466805975,25.751209058712554,5.401781999424464e-19,5.15024181174251,large,True
p3_f1,25,0.5708190100473264,0.0,0.5708190100473264,41.84843801460857,6.044172752162677e-24,8.369687602921715,large,True
p3_auc,25,0.6103496779235101,0.5,0.11034967792351008,8.942754265162058,4.158237450870026e-09,1.7885508530324117,large,True
avo_precision,25,0.6465808994641635,0.3435281178578872,0.30305278160627636,5.432164318248787,1.3973246082815087e-05,1.0864328636497576,large,True
avo_recall,25,0.6335163807261553,0.537,0.09651638072615536,1.1099587155086068,0.2780146855174539,0.22199174310172137,small,False
avo_f1,25,0.6173805054298779,0.40736373061595654,0.21001677481392134,3.488734836083651,0.0018944072311790038,0.6977469672167302,medium,True
avo_auc,25,0.7104302425843687,0.52545,0.18498024258436874,9.182221609874102,2.5317592376327934e-09,1.8364443219748205,large,True
