metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.5892426273198059,0.5719631861322518,0.01727944118755414,2.6722797171944994,0.013325735702931529,0.5344559434388999,medium,True
p3_accuracy,25,0.5800449312652609,0.5710009510179009,0.009043980247360039,1.3420522239635841,0.19213846738205856,0.26841044479271686,small,False
avo_accuracy,25,0.6632808971914984,0.5816757894632767,0.08160510772822172,5.213336517448572,2.423508926039399e-05,1.0426673034897145,large,True
p3_precision,25,0.5729548944775578,0.5745315592779623,-0.0015766648004044458,-0.16272600413624694,0.8720965607247189,-0.03254520082724939,negligible,False
p3_recall,25,0.6951596984451772,0.6380118467743506,0.05714785167082663,1.4618869651348048,0.1567437020980323,0.292377393026961,small,False
p3_f1,25,0.6174340076403991,0.5830040765603671,0.034429931080032034,2.3330021434766186,0.02835752872615971,0.4666004286953237,small,True
p3_auc,25,0.6294531930667195,0.6126262619001147,0.016826931166604858,3.1333280138806603,0.004511335229118101,0.6266656027761321,medium,True
avo_precision,25,0.6997565921127891,0.6045238139936039,0.09523277811918517,3.88272585324512,0.0007082882699311207,0.7765451706490241,medium,True
avo_recall,25,0.6134286698322318,0.5335638883478713,0.07986478148436055,1.9348626929279278,0.06487786436653345,0.38697253858558556,small,False
avo_f1,25,0.6380367541127782,0.5494778020374141,0.08855895207536396,3.600248528044187,0.0014367151431286462,0.7200497056088375,medium,True
avo_auc,25,0.7418009609125683,0.6107820270273054,0.13101893388526295,7.903440753304743,3.910111199588152e-08,1.5806881506609485,large,True
