metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6253333333333334,0.664141351675396,-0.03880801834206263,-2.7431281223291037,0.011325962639219214,-0.5486256244658207,medium,True
p3_accuracy,25,0.614460135319516,0.5719352159959156,0.0425249193236004,2.5275632526775147,0.018482013662527323,0.5055126505355029,medium,True
avo_accuracy,25,0.626718038548736,0.6760116208050669,-0.049293582256331056,-3.257613891593298,0.0033395646518026103,-0.6515227783186596,medium,True
p3_precision,25,0.6195569660072457,0.5867620471817713,0.03279491882547445,1.8078460836138546,0.08318067506569657,0.3615692167227709,small,False
p3_recall,25,0.6030502601268519,0.5961235893088821,0.006926670817969822,0.1455864801475247,0.8854636905581371,0.02911729602950494,negligible,False
p3_f1,25,0.6063897800353899,0.5674619566539538,0.0389278233814361,1.6205038439218487,0.11819055783721652,0.3241007687843697,small,False
p3_auc,25,0.6534809530569953,0.6231984500076705,0.03028250304932494,1.5488128048421765,0.13451370716658587,0.3097625609684353,small,False
avo_precision,25,0.6175780466734406,0.7035216747939639,-0.08594362812052322,-3.7647716188422575,0.0009526153052030155,-0.7529543237684515,medium,True
avo_recall,25,0.7517457519959437,0.682084872173146,0.06966087982279764,1.561235927887385,0.13155894345863964,0.312247185577477,small,False
avo_f1,25,0.6626826562689458,0.671109330711051,-0.008426674442105053,-0.6088776210352759,0.5483261105288499,-0.1217755242070552,negligible,False
avo_auc,25,0.7096575396313165,0.7669548389403098,-0.05729729930899356,-4.053315913232513,0.00046045447854360124,-0.8106631826465028,large,True
