metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6124376949763599,0.5375,0.07493769497636003,6.030657369296782,3.1600381936791707e-06,1.2061314738593565,large,True
p3_accuracy,25,0.6150132768531442,0.5375,0.07751327685314424,6.139834309967832,2.4183253608080714e-06,1.2279668619935664,large,True
avo_accuracy,25,0.5926691880226843,0.0,0.5926691880226843,39.88473945926635,1.885585258672222e-23,7.9769478918532695,large,True
p3_precision,25,0.5419899559518377,0.4219353278540733,0.12005462809776443,1.762698147590481,0.09068331296522028,0.3525396295180963,small,False
p3_recall,25,0.5491883872820903,0.5379999999999999,0.011188387282090272,0.1429705507052264,0.8875070128175255,0.02859411014104529,negligible,False
p3_f1,25,0.5345972603418077,0.45428658053856374,0.080310679803244,1.1916578475647965,0.24504661009779627,0.2383315695129593,small,False
p3_auc,25,0.6755019014950149,0.5918249999999999,0.08367690149501486,6.129702011131096,2.478985253918579e-06,1.225940402226219,large,True
avo_precision,25,0.5255332288070839,0.0,0.5255332288070839,10.647305029379938,1.4241496417918885e-10,2.1294610058759873,large,True
avo_recall,25,0.5248963921750263,0.0,0.5248963921750263,9.328701680516915,1.8758649065284565e-09,1.8657403361033829,large,True
avo_f1,25,0.5093926580135772,0.0,0.5093926580135772,10.700333615065322,1.2895593309772414e-10,2.1400667230130646,large,True
avo_auc,25,0.6609688713834221,0.5,0.16096887138342209,10.128131006982853,3.8311244602986894e-10,2.025626201396571,large,True
