repeat,fold,overall_accuracy,p3_accuracy,avo_accuracy,p3_precision,p3_recall,p3_f1,p3_auc,avo_precision,avo_recall,avo_f1,avo_auc,p3_test_size,avo_test_size
1,1,0.6278195488721805,0.6231003039513677,0.65,0.599009900990099,0.7378048780487805,0.6612021857923497,0.6929785661492979,0.61,0.8591549295774648,0.7134502923976608,0.7591345172484181,658,140
1,2,0.6616541353383458,0.6521060842433697,0.7006369426751592,0.6601941747572816,0.6335403726708074,0.6465927099841522,0.704978679491423,0.6923076923076923,0.7012987012987013,0.6967741935483871,0.7504870129870129,641,157
1,3,0.6428571428571429,0.6439873417721519,0.6385542168674698,0.6483180428134556,0.6583850931677019,0.6533127889060092,0.7125025045081146,0.6049382716049383,0.6363636363636364,0.620253164556962,0.7348606449730045,632,166
1,4,0.5859473023839398,0.593996840442338,0.5548780487804879,0.5610766045548654,0.8575949367088608,0.6783479349186483,0.6677714331350078,0.5423728813559322,0.7710843373493976,0.6368159203980099,0.6244236204075562,633,164
1,5,0.6411543287327478,0.655448717948718,0.5895953757225434,0.6296296296296297,0.7222222222222222,0.6727549467275494,0.7058617996464833,0.5929203539823009,0.7282608695652174,0.6536585365853659,0.6435856146001073,624,173
2,1,0.6228070175438597,0.6276923076923077,0.6013513513513513,0.6004728132387707,0.7767584097859327,0.6773333333333333,0.7028337167798071,0.5670103092783505,0.7638888888888888,0.650887573964497,0.6761695906432749,650,148
2,2,0.5977443609022557,0.6064516129032258,0.5674157303370787,0.5700934579439252,0.8026315789473685,0.6666666666666666,0.692382161892072,0.5652173913043478,0.8210526315789474,0.6695278969957081,0.6176284083703233,620,178
2,3,0.6528822055137845,0.6496913580246914,0.6666666666666666,0.6547231270358306,0.6242236024844721,0.6391096979332274,0.6838966581564608,0.684931506849315,0.6493506493506493,0.6666666666666666,0.6730119195872621,648,150
2,4,0.616060225846926,0.6123417721518988,0.6303030303030303,0.6073619631901841,0.6285714285714286,0.6177847113884556,0.6887486855941114,0.6095238095238096,0.7619047619047619,0.6772486772486772,0.6625514403292181,632,165
2,5,0.6424090338770388,0.64576802507837,0.6289308176100629,0.6623376623376623,0.6257668711656442,0.6435331230283912,0.7031717004876514,0.5844155844155844,0.625,0.6040268456375839,0.6979565772669221,638,159
3,1,0.6629072681704261,0.6682170542635659,0.6405228758169934,0.6365979381443299,0.771875,0.6977401129943502,0.7233653846153846,0.6111111111111112,0.8354430379746836,0.7058823529411765,0.6991105029079713,645,153
3,2,0.6491228070175439,0.6602254428341385,0.6101694915254238,0.6724137931034483,0.6270096463022508,0.64891846921797,0.7009335131210455,0.6461538461538462,0.4772727272727273,0.5490196078431373,0.6824565883554647,621,177
3,3,0.6553884711779449,0.672,0.5953757225433526,0.6454293628808865,0.7516129032258064,0.6944858420268256,0.7230926779313877,0.5871559633027523,0.7191011235955056,0.6464646464646465,0.6372391653290529,625,173
3,4,0.64366373902133,0.6328725038402457,0.6917808219178082,0.7276995305164319,0.46130952380952384,0.5646630236794171,0.7052059712773999,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.7374258940524,651,146
3,5,0.6323713927227101,0.6362229102167183,0.6158940397350994,0.6614173228346457,0.5299684542586751,0.5884413309982487,0.6803716452686182,0.6533333333333333,0.6049382716049383,0.6282051282051282,0.647089947089947,646,151
4,1,0.6691729323308271,0.6833855799373041,0.6125,0.6715116279069767,0.721875,0.6957831325301205,0.7316627358490567,0.580952380952381,0.7721518987341772,0.6630434782608695,0.6721362712923894,638,160
4,2,0.6203007518796992,0.6385350318471338,0.5529411764705883,0.594017094017094,0.8825396825396825,0.7100893997445722,0.7249759115573813,0.5317460317460317,0.7976190476190477,0.638095238095238,0.6532392026578072,628,170
4,3,0.6027568922305765,0.6140625,0.5569620253164557,0.6,0.6624605678233438,0.6296851574212894,0.6663280952427459,0.573170731707317,0.573170731707317,0.573170731707317,0.5898587933247753,640,158
4,4,0.6223337515683814,0.6269349845201239,0.6026490066225165,0.5950782997762863,0.8159509202453987,0.6882276843467011,0.6959691334355829,0.5643564356435643,0.7808219178082192,0.6551724137931034,0.6963470319634704,646,151
4,5,0.6587202007528231,0.6477987421383647,0.7018633540372671,0.684,0.5411392405063291,0.6042402826855123,0.7139339398734178,0.7428571428571429,0.6341463414634146,0.6842105263157895,0.7508490274776165,636,161
5,1,0.6228070175438597,0.6306027820710973,0.5894039735099338,0.6529850746268657,0.5451713395638629,0.5942275042444821,0.6846606654817193,0.6379310344827587,0.47435897435897434,0.5441176470588235,0.6582367404285213,647,151
5,2,0.6390977443609023,0.6571428571428571,0.5714285714285714,0.6512968299711815,0.7040498442367601,0.6766467065868264,0.7063384044601719,0.5306122448979592,0.6666666666666666,0.5909090909090909,0.622934472934473,630,168
5,3,0.6629072681704261,0.6473429951690821,0.7175141242937854,0.6103896103896104,0.7730263157894737,0.6821480406386067,0.7003154574132492,0.7272727272727273,0.7578947368421053,0.7422680412371134,0.7679075738125801,621,177
5,4,0.685069008782936,0.6779141104294478,0.7172413793103448,0.7198581560283688,0.6077844311377245,0.6590909090909091,0.7369129665197905,0.6875,0.676923076923077,0.6821705426356589,0.7626923076923077,652,145
5,5,0.6298619824341279,0.6206896551724138,0.6666666666666666,0.5932642487046632,0.7292993630573248,0.6542857142857142,0.6727805299992138,0.6504854368932039,0.7976190476190477,0.7165775401069518,0.7046031746031745,638,159
