overall_accuracy_mean,overall_accuracy_std,overall_accuracy_ci_lower,overall_accuracy_ci_upper,p3_accuracy_mean,p3_accuracy_std,p3_accuracy_ci_lower,p3_accuracy_ci_upper,avo_accuracy_mean,avo_accuracy_std,avo_accuracy_ci_lower,avo_accuracy_ci_upper,p3_precision_mean,p3_precision_std,p3_precision_ci_lower,p3_precision_ci_upper,p3_recall_mean,p3_recall_std,p3_recall_ci_lower,p3_recall_ci_upper,p3_f1_mean,p3_f1_std,p3_f1_ci_lower,p3_f1_ci_upper,p3_auc_mean,p3_auc_std,p3_auc_ci_lower,p3_auc_ci_upper,avo_precision_mean,avo_precision_std,avo_precision_ci_lower,avo_precision_ci_upper,avo_recall_mean,avo_recall_std,avo_recall_ci_lower,avo_recall_ci_upper,avo_f1_mean,avo_f1_std,avo_f1_ci_lower,avo_f1_ci_upper,avo_auc_mean,avo_auc_std,avo_auc_ci_lower,avo_auc_ci_upper,mean_accuracy,std_accuracy,ci_lower,ci_upper,mean_p3_accuracy,mean_avo_accuracy,p3_ci_lower,p3_ci_upper,avo_ci_lower,avo_ci_upper
0.6138226050201435,0.017466378763607057,0.6066128382187318,0.6210323718215552,0.6124434552377948,0.018838208303134107,0.6046674250336973,0.6202194854418922,0.6250767951763925,0.05145497857079659,0.6038372239242189,0.646316366428566,0.6076176033653174,0.024443151339554325,0.597527966387045,0.6177072403435899,0.6440575502294429,0.0726357004630367,0.6140750066877418,0.6740400937711439,0.622597874340125,0.03209491488703534,0.6093497446059398,0.6358460040743102,0.6593582012958608,0.020733418483444812,0.650799866778738,0.6679165358129835,0.6564097673765346,0.0875317277186312,0.6202784459894749,0.6925410887635942,0.544619197339392,0.12727527809221365,0.4920825446623268,0.5971558500164572,0.5838644931992767,0.08625971736770102,0.5482582318789492,0.6194707545196042,0.6914368383438301,0.047749664476717135,0.6717267455774867,0.7111469311101735,0.6138226050201435,0.017466378763607057,0.6066128382187318,0.6210323718215552,0.6124434552377948,0.6250767951763925,0.6046674250336973,0.6202194854418922,0.6038372239242189,0.646316366428566
