metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6253333333333334,0.6332173913043478,-0.00788405797101448,-0.9635197754416835,0.3448953431437939,-0.1927039550883367,negligible,False
p3_accuracy,25,0.614460135319516,0.5775202680428988,0.036939867276617105,2.53698556167929,0.018096459484433454,0.5073971123358579,medium,True
avo_accuracy,25,0.626718038548736,0.640377894318209,-0.013659855769473022,-1.4482446183286366,0.1604879517685696,-0.2896489236657273,small,False
p3_precision,25,0.6195569660072457,0.5779590630043293,0.04159790300291643,2.8140374065363423,0.009610400722097475,0.5628074813072684,medium,True
p3_recall,25,0.6030502601268519,0.5749690926319553,0.02808116749489655,1.0617085136233149,0.29893555514889947,0.21234170272466296,small,False
p3_f1,25,0.6063897800353899,0.5714378966562159,0.03495188337917419,1.928149814640382,0.06574873787119555,0.38562996292807644,small,False
p3_auc,25,0.6534809530569953,0.6032673373360348,0.05021361572096062,2.7109127965262796,0.012197426423520738,0.5421825593052558,medium,True
avo_precision,25,0.6175780466734406,0.6475255999064745,-0.029947553233033965,-1.6519006753866756,0.1115801552877945,-0.33038013507733516,small,False
avo_recall,25,0.7517457519959437,0.6821090793501672,0.06963667264577647,1.5984433844384645,0.1230280923239836,0.3196886768876929,small,False
avo_f1,25,0.6626826562689458,0.6460807904127606,0.016601865856185345,1.0182916970905505,0.3186952864017721,0.2036583394181101,small,False
avo_auc,25,0.7096575396313165,0.7251796762627231,-0.015522136631406745,-2.464830617027302,0.021250000570255338,-0.49296612340546053,small,True
