metric,n_pairs,method1_mean,method2_mean,mean_difference,t_statistic,t_pvalue,cohens_d,effect_size,significant
overall_accuracy,25,0.6253333333333334,0.6441739130434783,-0.01884057971014494,-2.306279628292606,0.030040961219549432,-0.46125592565852114,small,True
p3_accuracy,25,0.614460135319516,0.5930836378504593,0.021376497469056694,1.6445677370160374,0.11309566008975275,0.32891354740320755,small,False
avo_accuracy,25,0.626718038548736,0.6510138885123378,-0.024295849963601884,-2.6937569102009205,0.012686907800215964,-0.538751382040184,medium,True
p3_precision,25,0.6195569660072457,0.6189410467207549,0.0006159192864909202,0.03796040004126432,0.9700332522669111,0.007592080008252865,negligible,False
p3_recall,25,0.6030502601268519,0.518945577001292,0.08410468312555996,3.0258349773653124,0.005835790978676901,0.6051669954730626,medium,True
p3_f1,25,0.6063897800353899,0.5544686496440524,0.051921130391337715,2.9500835255592013,0.006984993469488292,0.5900167051118402,medium,True
p3_auc,25,0.6534809530569953,0.6290393345916009,0.02444161846539462,1.7896178113880992,0.08614302529582049,0.35792356227761984,small,False
avo_precision,25,0.6175780466734406,0.6376423139395928,-0.02006426726615213,-1.4131359725647406,0.1704546386453894,-0.28262719451294815,small,False
avo_recall,25,0.7517457519959437,0.7449342515992794,0.0068115003966642785,0.19937111026166635,0.8436519620598181,0.039874222052333264,negligible,False
avo_f1,25,0.6626826562689458,0.6783029424750601,-0.015620286206114007,-1.3231002777253886,0.19827006782411655,-0.2646200555450778,small,False
avo_auc,25,0.7096575396313165,0.7240674881586615,-0.014409948527345132,-2.011661041727998,0.055613067123706665,-0.40233220834559963,small,False
